@relation speaker_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
-0.363423,-0.126492,0.151568,-0.421071,-0.897376,-0.629456,-0.458321,-0.397875,-0.391296,-0.418898,-0.440015,-0.420729,-0.393612,-0.383806,-0.340393,-0.367733,-0.381534,-0.39,-0.438363,-0.437738,-0.445543,-0.489756,-0.514995,?,?,?,?,?,?,1
0.395285,0.310857,0.265494,0.302975,0.311745,0.219573,0.09246,0.006343,-0.030636,-0.060027,-0.173967,-0.25085,-0.247311,-0.247226,-0.234403,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.019954,-0.095101,-0.100629,-0.171158,-0.291514,-0.405364,-0.206247,-0.178937,-0.392106,-0.461395,-0.416731,-0.464098,-0.493949,-0.50918,-0.553742,-0.541318,-0.576264,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.112361,-0.214157,-0.11028,-0.176348,-0.322722,-0.259559,-0.320963,-0.434685,-0.493665,-0.507149,-0.465808,-0.425444,-0.419543,-0.392858,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.190578,-0.180708,-0.086498,-0.184865,-0.326087,-0.398315,-0.390584,-0.307534,-0.248442,-0.289113,-0.322094,-0.280671,-0.183545,-0.268284,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.270279,-0.101263,-0.151758,0.072772,0.063008,-0.033412,-0.195205,-0.219225,-0.312195,-0.338273,-0.457778,-0.4341,-0.382374,-0.399961,-0.429497,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.343207,-0.531646,-0.538119,-0.455854,-0.52825,-0.689267,-0.54403,-0.48322,-0.567497,-0.337721,-0.015887,-0.013866,-0.317955,-0.642617,-0.792459,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.293634,-0.275996,-0.325568,-0.572963,-0.52998,-0.383617,-0.280327,-0.214486,-0.27171,-0.377045,-0.448322,-0.533564,-0.535234,-0.567144,-0.567866,-0.550867,-0.460866,-0.446114,-0.50171,-0.52456,-0.492641,?,?,?,?,?,?,?,?,1
0.081806,-0.003066,-0.157215,-0.258559,-0.312835,-0.373949,-0.269567,-0.207899,-0.255175,-0.40727,-0.471676,-0.392987,-0.343095,-0.349137,-0.361028,-0.359844,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.113486,-0.007616,-0.046127,-0.453245,-0.505,-0.238606,-0.356073,-0.464169,-0.447585,-0.562113,-0.376128,-0.262023,-0.324455,-0.468314,-0.646863,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.140656,-0.201954,-0.264775,-0.427712,-0.360519,-0.165594,-0.241489,-0.515344,-0.559037,-0.57676,-0.539057,-0.528409,-0.580854,-0.566178,-0.63776,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.318667,-0.565097,-0.322337,-0.418757,-0.414379,-0.426125,-0.49102,-0.467732,-0.47601,-0.559405,-0.613781,-0.649904,-0.580536,-0.56287,-0.683364,-0.649643,-0.651803,-0.618895,-0.768087,?,?,?,?,?,?,?,?,?,?,1
-0.127693,-0.320824,-0.353799,-0.280949,-0.435315,-0.392336,-0.5023,-0.582957,-0.574009,-0.566995,-0.551948,-0.568388,-0.538387,-0.586699,-0.68942,-0.65479,-0.681539,-0.704588,-0.686937,-0.637351,-0.569231,-0.564846,?,?,?,?,?,?,?,1
-0.081445,-0.136827,-0.090529,-0.266479,-0.161169,-0.192537,-0.239186,-0.463823,-0.184362,-0.347605,-0.600221,-0.865502,-0.718912,-0.703326,-0.663582,-0.761271,-0.924345,-0.995666,-1.030526,-1.017697,?,?,?,?,?,?,?,?,?,1
-0.121124,-0.07632,-0.159693,-0.121445,-0.336587,-0.410752,-0.429922,-0.457769,-0.623942,-0.607856,-0.648581,-0.662774,-0.748448,-0.684068,-0.408375,-0.451441,-0.708067,?,?,?,?,?,?,?,?,?,?,?,?,1
0.106494,0.068295,0.045274,-0.098561,-0.170245,-0.171287,-0.199289,-0.314343,-0.353006,-0.283552,-0.252823,-0.294971,-0.293596,-0.29659,-0.398292,-0.365347,-0.344673,?,?,?,?,?,?,?,?,?,?,?,?,1
0.012681,0.095236,0.044812,-0.107998,-0.232957,-0.292703,-0.229663,-0.293909,-0.533004,-0.654038,-0.553564,-0.513076,-0.56422,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.066704,-0.210086,-0.204128,-0.104244,-0.225279,-0.254832,-0.258951,-0.327381,-0.301215,-0.258918,-0.327542,-0.462659,-0.54189,-0.592594,-0.724162,-0.690171,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.050263,-0.092389,-0.232238,-0.362142,-0.28073,-0.284349,-0.298947,-0.288402,-0.197834,-0.311004,-0.463278,-0.410579,-0.360023,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.324706,-0.353014,-0.389025,-0.46913,-0.403706,-0.310064,-0.379438,-0.430595,-0.452195,-0.535927,-0.68087,-0.675214,-0.61137,-0.660556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.563933,-0.496151,-0.454458,-0.457816,-0.529007,-0.500847,-0.808048,-1.117234,-1.17987,-1.150878,-1.169169,-1.207502,-1.304825,-1.338378,-1.316856,-1.342274,-1.281638,-1.317687,?,?,?,?,?,?,?,?,?,?,?,2
-0.906957,-0.872723,-0.905311,-0.946545,-0.949779,-1.068611,-0.867448,-0.781601,-0.758115,-0.752297,-0.89843,-1.051519,-0.93568,-1.02449,-1.2268,-1.337314,-1.16959,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.919811,-0.904389,-0.949742,-1.057776,-1.061093,-1.07297,-1.097422,-1.144582,-1.135348,-1.159866,-1.149655,-1.215007,-1.26483,-1.243597,-1.187659,-1.238949,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.637166,-0.712223,-0.840864,-0.906655,-0.970686,-0.942845,-0.910532,-0.937038,-0.996821,-1.020785,-1.006147,-0.99924,-0.973652,-0.954402,-0.964992,-0.942579,-0.937604,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.612432,-0.591919,-0.635741,-0.568449,-0.556176,-0.576458,-0.617264,-0.666414,-0.837184,-0.957345,-0.947985,-1.005676,-1.043871,-1.060534,-1.057497,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.704027,-0.678218,-0.634241,-0.652893,-0.691718,-0.76947,-0.816326,-0.804188,-0.878373,-0.919978,-0.951175,-0.96687,-0.942097,-0.921531,-0.91577,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.648387,-0.69124,-0.613866,-0.619267,-0.602324,-0.640338,-0.705152,-0.775389,-0.794986,-0.853053,-0.910277,-0.944214,-0.901405,-0.880259,-0.871348,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.496687,-0.541979,-0.567053,-0.584035,-0.574805,-0.599466,-0.634099,-0.741374,-0.810978,-0.843502,-0.871477,-0.914617,-0.935203,-0.943567,-0.933122,-0.938247,-0.919757,-0.891275,?,?,?,?,?,?,?,?,?,?,?,2
-0.913449,-0.886561,-0.859291,-0.939804,-0.930327,-1.079002,-1.157855,-1.17017,-1.139254,-1.129874,-1.138705,-1.111108,-1.09251,-1.098387,-1.098391,-1.111911,-1.124544,-1.129472,?,?,?,?,?,?,?,?,?,?,?,2
-0.43303,-0.415161,-0.497841,-0.593348,-0.622289,-0.62139,-0.689144,-0.712872,-0.68669,-0.742294,-0.790295,-0.82232,-0.827036,-0.843785,-0.830926,-0.897829,-0.936217,-0.935339,-0.917316,-0.939022,-0.924561,?,?,?,?,?,?,?,?,2
-0.611901,-0.618655,-0.681987,-0.771933,-0.805061,-0.856309,-0.891418,-0.92075,-0.905946,-0.919384,-0.951301,-0.948179,-0.943969,-0.933623,-0.877857,-0.893922,-0.925414,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.760083,-0.805347,-0.857714,-0.897924,-0.893172,-0.909207,-0.921693,-0.906824,-0.929913,-0.950655,-0.957141,-0.908735,-0.88288,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.526481,-0.646279,-0.710842,-0.715448,-0.759537,-0.763253,-0.861149,-0.888898,-0.88224,-0.869668,-0.895523,-0.972932,-1.017773,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.74862,-0.792939,-0.850836,-0.894892,-0.825947,-0.754581,-0.809776,-0.869978,-0.885318,-0.899815,-0.910736,-0.947925,-0.9443,-0.886483,-0.868602,-0.92356,-0.918726,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.481215,-0.535098,-0.622845,-0.69653,-0.814692,-0.913548,-0.923737,-0.910189,-0.83539,-0.857643,-0.879357,-0.878901,-0.909829,-0.940026,-0.909486,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.688635,-0.716516,-0.75172,-0.843677,-0.900704,-0.967024,-1.035541,-1.038372,-1.044035,-1.097563,-1.09175,-1.02973,-1.031815,-1.03972,-1.049013,-1.027564,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.928304,-0.835472,-0.825304,-0.884439,-0.898863,-0.922416,-0.93925,-1.029179,-1.040649,-1.023529,-1.015443,-1.009479,-0.960244,-0.936823,-0.916441,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.816401,-0.828751,-0.888679,-0.973567,-0.920378,-0.994656,-0.951488,-0.929441,-0.90551,-0.902543,-0.86693,-0.872102,-0.892171,-0.901388,-0.873174,-0.881692,-0.863229,-0.819577,?,?,?,?,?,?,?,?,?,?,?,2
-0.640213,-0.63983,-0.764649,-0.788281,-0.824735,-0.901498,-0.891628,-0.906241,-0.89774,-0.852047,-0.848624,-0.857363,-0.831856,-0.785575,-0.759227,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.658519,-0.741919,-0.720957,-0.648633,-0.589595,-0.640704,-0.688644,-0.769227,-0.80876,-0.719265,-0.620058,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.913254,-0.941595,-0.959207,-0.991357,-1.012853,-1.001264,-1.026943,-1.12399,-1.124022,-1.056389,-1.038415,-1.021194,-0.993718,-0.957174,-0.91297,-0.91853,-0.9859,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.455086,-0.509363,-0.553954,-0.563212,-0.612426,-0.591649,-0.629161,-0.735222,-0.766282,-0.874753,-0.959482,-0.984777,-0.991054,-0.957762,-0.932783,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.677712,-0.750992,-0.79156,-0.855563,-0.898416,-0.93569,-0.994536,-1.028987,-1.034899,-1.02047,-1.040613,-1.03718,-1.001768,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.918667,-0.893235,-0.877056,-0.978467,-1.009166,-1.039654,-1.032952,-1.047474,-1.040563,-1.043726,-1.092492,-1.128512,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.625915,-0.539489,-0.516061,-0.567049,-0.64095,-0.791653,-0.846855,-0.821085,-0.840431,-0.891553,-0.979172,-0.974853,-0.955331,-0.933452,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.650871,-0.677287,-0.66269,-0.709796,-0.853893,-0.866609,-0.960353,-1.004018,-0.991146,-0.983395,-0.910435,-0.89639,-0.917251,-0.946737,-0.963609,-0.921741,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.809252,-0.834719,-0.873477,-0.930641,-0.93709,-0.969354,-0.962889,-0.954739,-0.965555,-1.034249,-1.017266,-1.012787,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.506258,-0.572692,-0.620996,-0.648278,-0.676684,-0.657226,-0.722831,-0.772915,-0.795893,-0.762448,-0.77575,-0.789197,-0.770581,-0.784134,-0.804604,-0.827396,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.567167,-0.546651,-0.655973,-0.769326,-0.874169,-0.907816,-0.952374,-0.99008,-1.038718,-1.142049,-1.112427,-1.067526,-0.917507,-0.837764,-0.807045,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.872042,-0.901126,-0.960153,-0.996421,-1.016475,-1.022268,-1.104861,-1.148468,-1.216622,-1.233014,-1.222662,-1.220875,-1.21537,-1.1705,-1.140498,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2
-0.059222,-0.325352,-0.419349,-0.444857,-0.442022,-0.433087,-0.354857,-0.268066,-0.247285,-0.259262,-0.297326,-0.38724,-0.478263,-0.54997,-0.618513,-0.51294,-0.429317,-0.378168,-0.458186,-0.521796,-0.45098,?,?,?,?,?,?,?,?,3
0.110745,0.030793,-0.002714,0.027246,-0.011522,-0.092769,-0.127776,-0.108413,-0.265856,-0.37468,-0.208265,-0.105846,-0.022744,0.110637,0.048594,-0.011761,-0.028196,-0.004823,-0.018419,?,?,?,?,?,?,?,?,?,?,3
-0.266103,-0.377989,-0.465708,-0.465892,-0.487318,-0.571668,-0.613393,-0.5607,-0.576312,-0.621256,-0.673951,-0.647587,-0.594708,-0.598304,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.178076,-0.184137,-0.089388,-0.052472,-0.091517,-0.205515,-0.204525,-0.268534,-0.380946,-0.510821,-0.525389,-0.412901,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.160201,0.099231,-0.249601,-0.537271,-0.47544,-0.364892,-0.434604,-0.398525,-0.395848,-0.463642,-0.397545,-0.409621,-0.559369,-0.514548,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.24929,-0.36588,-0.420485,-0.608248,-0.666303,-0.729752,-0.686314,-0.700429,-0.700777,-0.699289,-0.681361,-0.620324,-0.603069,-0.625505,-0.645359,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.162817,0.185875,0.214839,0.148311,0.069339,-0.020169,-0.094779,-0.130846,-0.166382,-0.220239,-0.23369,-0.263585,-0.245233,-0.263398,-0.262345,-0.27373,-0.280503,-0.327709,-0.380109,-0.412502,?,?,?,?,?,?,?,?,?,3
-0.179317,-0.240604,-0.267613,-0.332252,-0.38773,-0.429427,-0.434407,-0.425285,-0.452458,-0.414854,-0.40636,-0.473579,-0.478454,-0.429713,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.135315,-0.161761,-0.119937,-0.139214,-0.206522,-0.192665,-0.176224,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.13933,0.068938,-0.103184,-0.153811,-0.152,-0.213221,-0.19422,-0.183261,-0.138637,-0.094302,-0.081762,-0.151669,-0.176414,-0.136144,-0.174875,-0.187524,-0.241849,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.65529,-0.796767,-0.88016,-0.876239,-1.061797,-1.123175,-1.103318,-1.096409,-1.189018,-1.154316,-1.049932,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.109217,-0.045193,-0.110414,-0.182609,-0.193844,-0.14486,-0.099081,0.001221,-0.069992,-0.159666,-0.215056,-0.250572,-0.230833,-0.194673,-0.15799,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.07293,-0.062081,-0.051908,0.02084,0.029347,-0.014889,-0.035622,-0.00202,0.035382,-0.018662,-0.104815,-0.135334,-0.125555,-0.199856,-0.287178,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.126628,0.096727,0.075963,0.023286,-0.019488,-0.048452,-0.08352,-0.162331,-0.203899,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.222356,-0.276081,-0.377162,-0.440847,-0.419491,-0.380906,-0.357598,-0.418289,-0.433657,-0.410277,-0.335201,-0.317631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.486386,-0.500909,-0.488672,-0.57126,-0.673352,-0.717578,-0.721288,-0.774328,-0.805359,-0.788106,-0.772618,-0.698575,-0.660067,-0.615506,-0.542264,-0.543881,-0.575904,-0.562047,?,?,?,?,?,?,?,?,?,?,?,3
0.039072,0.004078,-0.068376,-0.131371,-0.102094,-0.214347,-0.290372,-0.241285,-0.232254,-0.331071,-0.454252,-0.559178,-0.560722,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.025915,-0.006326,-0.124844,-0.168569,-0.162903,-0.203385,-0.142849,-0.014858,-0.048356,-0.119744,-0.314476,-0.452248,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.030505,-0.024882,0.003629,-0.062669,-0.107119,-0.011226,-0.013855,-0.129667,-0.122691,-0.072169,0.007743,0.014447,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.00214,-0.107652,-0.167255,-0.242705,-0.322963,-0.397419,-0.429233,-0.411908,-0.359405,-0.364359,-0.254979,-0.222553,-0.262964,-0.207698,-0.170484,-0.099106,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.10796,-0.149462,-0.189207,-0.265798,-0.314483,-0.209745,-0.227299,-0.376165,-0.478323,-0.547394,-0.593775,-0.702789,-0.606061,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.143038,-0.253628,-0.309737,-0.300385,-0.451873,-0.456094,-0.369607,-0.444236,-0.555126,-0.580664,-0.525715,-0.503608,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.215295,0.164802,-0.0282,-0.109545,-0.347681,-0.467513,-0.615296,-0.666015,-0.644499,-0.677312,-0.712867,-0.773799,-0.932588,-0.883026,-0.795883,-0.757249,-0.702102,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.222085,-0.233428,-0.218654,-0.285705,-0.299737,-0.280656,-0.190027,-0.179964,-0.187579,-0.228301,-0.270751,-0.263172,-0.326449,-0.430566,-0.46209,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.03412,-0.118191,-0.450731,-0.590852,-0.550255,-0.520978,-0.578548,-0.648973,-0.548227,-0.405705,-0.363155,-0.380303,-0.32935,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.267419,0.29769,0.197013,0.049158,-0.014165,0.000811,-0.013804,-0.015751,-0.033476,-0.150356,-0.156996,-0.159427,-0.156833,-0.138595,-0.182973,-0.221774,-0.221714,-0.226364,-0.234441,?,?,?,?,?,?,?,?,?,?,3
-0.547015,-0.538375,-0.591303,-0.600777,-0.60882,-0.616241,-0.621772,-0.707761,-0.768978,-0.758638,-0.726143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
0.124506,-0.001377,-0.064652,-0.115462,-0.192805,-0.158121,-0.151634,-0.342764,-0.417156,-0.484939,-0.55787,-0.451994,-0.312184,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.288337,-0.337196,-0.361659,-0.40001,-0.413674,-0.428144,-0.453632,-0.496727,-0.547687,-0.590104,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.07764,-0.130567,-0.138777,0.098039,0.246048,0.245791,0.204024,0.092981,0.092393,0.119658,0.071612,-0.068064,-0.09493,-0.085115,-0.06516,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
-0.826702,-1.000126,-0.820447,-0.792808,-0.847713,-0.968944,-0.825389,-0.917811,-1.029688,-0.999755,-0.85951,-0.812715,-0.803626,-0.814636,-0.819653,-0.828701,-0.816461,-0.845004,-0.853742,-0.796132,-0.779204,?,?,?,?,?,?,?,?,4
-0.381591,-0.552859,-0.426369,-0.487833,-0.552716,-0.6114,-0.707973,-0.826742,-0.92816,-0.965462,-0.950378,-0.939481,-0.975236,-0.977803,-0.961037,-0.964571,-0.955284,-0.953628,?,?,?,?,?,?,?,?,?,?,?,4
-0.021949,-0.083322,-0.114907,-0.115088,-0.087492,-0.142172,-0.188867,-0.247113,-0.297662,-0.361114,-0.440442,-0.521317,-0.592157,-0.626545,-0.618545,-0.617888,-0.597479,-0.626508,-0.652158,-0.675728,-0.708146,-0.727656,-0.736954,?,?,?,?,?,?,4
-0.250069,-0.281507,-0.302257,-0.364552,-0.430778,-0.455256,-0.509879,-0.577913,-0.663949,-0.683087,-0.707085,-0.751893,-0.796918,-0.80081,-0.785419,-0.779178,-0.796212,-0.807069,-0.852591,-0.912184,-0.948831,-0.953787,-0.954827,?,?,?,?,?,?,4
-0.366465,-0.377117,-0.428167,-0.502104,-0.603761,-0.623726,-0.693982,-0.756895,-0.799739,-0.821617,-0.840159,-0.892354,-0.893718,-0.870312,-0.87317,-0.906988,-0.954224,-0.95441,-0.922053,-0.936663,-0.947048,?,?,?,?,?,?,?,?,4
-0.823232,-0.785242,-0.769611,-0.744989,-0.708866,-0.62991,-0.58192,-0.58824,-0.644018,-0.696964,-0.701258,-0.686266,-0.653758,-0.629134,-0.609004,-0.621189,-0.667795,-0.646906,-0.586096,-0.53471,-0.523609,?,?,?,?,?,?,?,?,4
-0.208446,-0.285241,-0.367399,-0.426015,-0.471156,-0.508905,-0.596225,-0.657714,-0.672062,-0.689088,-0.690003,-0.680687,-0.652053,-0.635072,-0.637882,-0.66192,-0.712955,-0.745498,-0.744799,-0.722291,-0.713889,-0.725749,-0.740202,?,?,?,?,?,?,4
-0.303354,-0.314815,-0.338238,-0.38836,-0.3852,-0.42595,-0.5085,-0.596502,-0.660721,-0.701224,-0.696037,-0.751126,-0.843344,-0.906022,-0.951383,-0.99109,-0.996684,-0.985835,-0.987771,-0.998937,-1.016907,?,?,?,?,?,?,?,?,4
-0.53651,-0.500817,-0.479642,-0.408784,-0.448556,-0.458962,-0.46977,-0.525197,-0.590688,-0.656099,-0.707434,-0.735083,-0.76323,-0.764518,-0.804686,-0.787816,-0.801904,-0.834455,-0.859151,-0.872369,-0.872662,-0.900662,-0.903005,-0.87722,?,?,?,?,?,4
-0.070254,-0.089799,-0.105576,-0.136863,-0.189177,-0.27907,-0.38604,-0.481415,-0.55946,-0.61151,-0.608011,-0.655538,-0.712622,-0.725363,-0.743767,-0.738778,-0.757791,-0.780062,-0.776928,?,?,?,?,?,?,?,?,?,?,4
-0.541376,-0.539046,-0.571808,-0.582422,-0.585031,-0.608511,-0.628553,-0.673642,-0.729419,-0.791845,-0.821566,-0.849175,-0.880405,-0.892673,-0.871512,-0.862028,-0.852156,-0.828616,-0.840316,-0.817393,-0.804668,-0.783781,-0.767759,?,?,?,?,?,?,4
-0.723237,-0.733395,-0.739199,-0.755368,-0.753686,-0.739329,-0.778355,-0.830189,-0.855646,-0.908827,-0.954339,-0.962959,-0.962596,-0.973874,-0.982581,-0.996972,-1.01426,-1.01544,-1.028518,-1.03999,-1.024814,-0.982894,-0.968012,?,?,?,?,?,?,4
-0.577073,-0.564144,-0.569345,-0.579534,-0.612735,-0.621686,-0.57001,-0.512938,-0.460675,-0.459883,-0.552008,-0.637849,-0.681853,-0.696715,-0.687766,-0.68869,-0.699915,?,?,?,?,?,?,?,?,?,?,?,?,4
